age,income,credit_score,loan_amount,loan_term_months,loan_purpose,employment_type,education_level,debt_to_income_ratio,credit_history_years,previous_loans,interest_rate
30.0,10500.0,673.0,22523.88,60,auto,retired,associates,0.523,4.6,1,9.06
38.2,38409.93,631.0,198052.35,360,home,full_time,bachelor,0.182,12.5,2,3.73
34.0,21996.93,494.0,85293.57,24,business,retired,high_school,1.0,12.8,1,11.24
34.0,47737.39,625.0,23838.21,60,education,self_employed,phd,0.703,4.6,0,10.12
43.9,54199.14,713.0,15779.49,36,medical,full_time,associates,0.097,10.2,2,5.26
18.0,9000.0,677.0,10390.76,48,medical,part_time,phd,0.289,0.0,0,7.66
30.0,6433.81,553.0,10016.76,12,personal,unemployed,master,1.0,0.0,0,18.21
46.2,59835.72,726.0,2270.99,36,personal,self_employed,master,0.416,22.9,4,7.85
45.3,56238.3,596.0,382058.03,240,home,retired,phd,0.779,25.1,5,9.52
39.5,8033.06,581.0,42436.31,36,business,unemployed,phd,1.0,5.3,1,16.87
50.3,6897.13,569.0,15326.39,48,medical,unemployed,bachelor,0.694,25.3,6,16.24
35.7,41768.87,738.0,11272.98,12,education,retired,bachelor,0.587,14.1,4,7.73
51.5,47376.77,620.0,11728.68,48,personal,part_time,bachelor,0.257,20.5,4,7.17
56.2,64522.78,656.0,306811.33,360,home,self_employed,associates,0.595,38.2,9,7.18
34.0,32671.56,699.0,24154.0,36,business,full_time,high_school,0.823,7.7,4,9.37
40.2,49521.93,705.0,1682.67,48,education,part_time,phd,0.353,19.1,2,4.76
50.8,33331.55,667.0,35694.43,48,auto,part_time,associates,0.539,17.0,2,7.27
44.8,51172.56,752.0,10025.87,48,education,self_employed,phd,0.335,19.9,1,4.52
44.1,57885.47,607.0,18410.94,36,education,self_employed,high_school,0.585,22.6,6,9.87
35.4,44009.93,635.0,15349.02,48,medical,retired,phd,0.527,0.6,0,10.81
67.3,76126.37,690.0,103958.31,240,home,full_time,bachelor,0.603,44.8,10,6.46
39.6,60324.87,596.0,12398.96,48,medical,self_employed,master,0.312,20.4,2,9.65
41.0,54728.94,737.0,89148.21,24,business,self_employed,high_school,1.0,10.6,1,9.55
63.8,65116.73,744.0,225094.32,180,home,part_time,phd,0.585,30.9,3,6.36
39.3,8687.24,692.0,228451.2,300,home,unemployed,master,1.0,21.3,4,10.47
45.9,9887.3,634.0,17716.06,48,education,unemployed,associates,0.515,16.8,5,13.85
41.4,4197.72,608.0,16935.15,12,medical,unemployed,master,1.0,6.8,1,14.84
43.9,39758.33,669.0,8797.84,60,medical,retired,master,0.666,17.6,3,9.15
27.2,24656.54,644.0,53757.9,36,auto,self_employed,high_school,1.0,0.6,0,10.02
65.4,92362.84,662.0,28938.09,24,business,self_employed,bachelor,0.682,33.0,6,9.8
41.8,30942.7,641.0,252972.99,300,home,part_time,master,0.513,10.8,0,7.92
51.0,6541.85,632.0,15944.22,36,medical,unemployed,master,1.0,26.4,5,15.0
32.2,16359.03,695.0,14081.46,60,personal,self_employed,high_school,0.427,4.5,1,9.77
42.0,37248.3,759.0,22491.45,48,auto,retired,high_school,0.232,21.3,3,3.65
38.4,26224.35,731.0,10877.41,60,auto,retired,high_school,0.737,17.8,3,7.32
44.7,49872.76,662.0,14031.04,36,personal,self_employed,master,0.283,15.3,5,8.16
31.5,22266.05,593.0,24322.6,36,education,retired,high_school,0.858,0.0,0,11.9
49.8,85130.82,726.0,24557.4,60,auto,full_time,bachelor,0.529,28.3,6,8.32
42.8,7424.14,600.0,56928.72,36,business,unemployed,master,1.0,22.0,3,14.6
41.9,21869.35,604.0,19828.29,48,auto,full_time,bachelor,0.549,17.1,8,7.72
33.6,23853.09,687.0,24686.04,36,auto,part_time,associates,0.931,12.1,1,8.51
39.4,7523.02,592.0,228237.78,180,home,unemployed,phd,1.0,19.6,0,14.55
33.2,35768.59,649.0,33719.09,36,business,full_time,bachelor,0.796,8.7,4,10.11
46.5,92940.15,637.0,15756.96,72,auto,self_employed,master,0.293,25.6,3,7.48
25.6,16982.54,618.0,10572.55,24,personal,retired,associates,0.745,2.0,2,11.57
45.8,88359.19,684.0,1000.0,12,medical,full_time,master,0.256,27.8,8,5.65
39.9,30786.22,685.0,19554.41,24,medical,part_time,bachelor,0.318,11.6,2,6.49
36.5,67284.24,583.0,11900.17,48,auto,self_employed,bachelor,0.572,8.4,0,12.1
55.1,77972.86,679.0,1000.0,12,business,full_time,bachelor,0.456,27.2,8,9.02
38.7,80864.19,692.0,21351.4,48,business,full_time,high_school,0.414,20.7,3,6.79
32.2,12687.59,499.0,223242.86,180,home,part_time,high_school,1.0,3.7,1,10.15
50.3,43577.94,696.0,267996.87,360,home,retired,associates,0.869,20.2,2,6.15
25.2,39541.49,677.0,100935.27,180,home,self_employed,high_school,0.384,0.0,0,7.39
24.4,46455.85,654.0,328959.36,180,home,full_time,master,0.653,0.0,0,6.35
18.0,23367.0,491.0,13174.26,24,education,part_time,associates,0.734,0.0,0,11.37
20.9,40580.39,758.0,133776.19,180,home,self_employed,bachelor,0.399,0.0,0,5.49
54.7,48148.11,538.0,33719.97,36,education,self_employed,bachelor,0.507,31.0,8,11.47
49.4,40303.07,634.0,11238.2,60,education,part_time,master,0.313,20.5,5,6.41
33.6,30965.07,575.0,20817.43,12,education,retired,bachelor,0.969,12.2,5,10.37
54.4,36117.38,702.0,299511.79,240,home,retired,high_school,0.538,26.0,6,5.75
41.5,39714.22,561.0,18192.78,36,auto,self_employed,bachelor,0.758,14.4,5,12.18
44.7,43190.18,683.0,28708.24,48,education,part_time,high_school,0.223,21.4,2,5.04
36.5,48505.1,693.0,8612.06,72,auto,retired,master,0.605,6.8,3,7.85
18.0,17016.22,657.0,27302.16,48,personal,part_time,high_school,0.522,0.0,0,10.45
40.4,46905.25,616.0,16340.21,24,education,part_time,phd,0.638,20.5,5,9.53
35.9,79001.52,561.0,11857.99,12,personal,full_time,phd,0.245,11.5,4,9.58
54.6,62075.26,644.0,14425.49,24,education,full_time,phd,0.116,24.2,4,5.05
69.0,89221.77,580.0,17224.24,36,medical,self_employed,phd,0.353,47.3,8,9.72
45.4,46720.33,597.0,256041.46,300,home,full_time,associates,0.26,11.6,2,7.16
44.4,62366.47,704.0,84524.06,36,business,full_time,phd,0.764,15.7,3,6.81
27.9,38522.0,651.0,20963.96,36,medical,retired,phd,0.181,0.0,0,6.27
62.4,51167.34,651.0,32205.85,48,education,part_time,phd,0.522,41.7,9,7.58
36.7,7401.72,705.0,8788.72,36,auto,unemployed,master,0.554,14.9,3,12.26
57.0,77259.21,635.0,35341.53,36,auto,self_employed,phd,0.408,25.8,6,8.48
80.0,123623.84,847.0,80379.06,48,business,full_time,phd,0.612,62.0,8,6.86
37.8,52604.36,788.0,152185.33,240,home,full_time,associates,0.399,13.7,4,3.29
37.4,5138.83,523.0,5256.02,60,medical,unemployed,phd,0.23,12.5,3,12.93
47.3,29284.18,598.0,215466.71,300,home,part_time,high_school,0.496,21.9,5,9.94
49.7,58936.08,726.0,34022.0,72,auto,self_employed,bachelor,0.549,25.1,4,8.34
28.5,9846.25,672.0,76943.71,48,business,part_time,high_school,1.0,4.3,2,9.88
37.3,18136.04,550.0,14477.41,36,education,retired,master,0.55,7.0,3,10.29
34.5,60391.63,634.0,93628.29,60,business,self_employed,phd,0.584,4.9,1,11.31
55.5,5161.86,583.0,1830.58,36,education,unemployed,phd,0.42,37.5,12,13.56
36.3,3961.73,686.0,190479.89,180,home,unemployed,bachelor,1.0,7.7,1,10.1
38.4,8617.86,665.0,65913.56,24,business,unemployed,master,1.0,11.5,1,12.8
18.3,15000.0,695.0,185708.53,180,home,full_time,bachelor,1.0,0.0,0,7.78
40.1,5574.6,548.0,10050.96,12,medical,unemployed,high_school,1.0,22.1,4,15.33
48.5,9459.96,680.0,12897.64,36,education,unemployed,bachelor,0.587,17.4,1,11.73
35.2,31172.81,629.0,16631.51,60,education,self_employed,bachelor,0.149,6.4,1,6.41
32.7,42039.01,662.0,11605.67,60,medical,full_time,high_school,0.254,7.6,1,6.52
20.4,3902.16,698.0,11764.96,60,auto,unemployed,phd,0.956,0.0,0,14.09
20.8,2081.14,623.0,20691.79,36,education,unemployed,phd,1.0,0.0,0,13.93
26.9,59985.24,710.0,11098.12,60,education,self_employed,associates,0.089,8.0,2,4.41
25.9,38640.35,639.0,67833.99,12,business,full_time,high_school,1.0,0.0,0,10.6
25.7,6368.16,531.0,21795.05,48,personal,unemployed,phd,1.0,0.0,0,17.75
46.5,7270.59,707.0,343574.01,180,home,unemployed,phd,1.0,15.3,2,10.25
46.4,46503.91,850.0,12530.56,36,medical,retired,bachelor,0.404,28.4,8,5.54
52.8,5329.67,652.0,59110.78,24,business,unemployed,bachelor,1.0,27.6,3,12.32
48.5,5789.83,529.0,21410.93,12,business,unemployed,master,1.0,21.9,3,16.54
58.8,5151.35,710.0,15976.74,60,medical,unemployed,associates,1.0,40.8,6,13.04
33.3,45196.25,768.0,1000.0,48,business,retired,associates,0.42,7.4,2,5.89
34.5,31325.63,600.0,19372.2,12,education,part_time,associates,0.933,9.1,3,8.41
31.8,68804.15,850.0,69691.56,60,business,self_employed,phd,0.727,10.4,1,8.71
33.7,26590.29,546.0,13259.76,36,medical,retired,phd,0.316,15.7,0,9.31
37.2,67319.91,643.0,113783.66,180,home,self_employed,master,0.556,10.1,0,7.95
44.2,61351.52,720.0,10113.27,60,auto,full_time,associates,0.333,14.0,5,4.9
50.0,48426.65,633.0,179093.6,300,home,retired,master,0.334,26.3,6,5.85
48.5,51170.09,652.0,71639.93,36,business,full_time,phd,1.0,21.8,7,7.61
59.6,7975.08,520.0,17511.81,12,personal,unemployed,master,1.0,29.0,9,16.85
56.8,40317.98,698.0,19185.38,60,auto,part_time,bachelor,0.522,35.7,12,7.39
